sample	strain	lineage	accession	chromosome	length	source	vni_subdivision	dataset	samples_in_lineage	samples_in_dataset_lineage	total_samples	norm_chrom_mean	norm_chrom_median	total_cnv_size	n_cnvs	first	last	mean_cnv_depth	median_cnv_depth	repeat_size	dup_coverage_percent	dup_span_size	dup_span_percent	dup_repeat_percent
ERS2541295	04CN-32-084	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.07	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	4000	1	926501	930500	1.91	1.91	2887	0.26	3999	0.26	0.18
ERS2541295	04CN-32-084	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.18	1.1	5000	1	162001	167000	8.27	8.27	2104	0.65	4999	0.65	0.27
ERS2541295	04CN-32-084	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541295	04CN-32-084	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	1367	1	941501	942867	0.16	0.16	991	0.14	1366	0.14	0.11
ERS2541296	04CN-32-086	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1	0.96	11000	1	339501	350500	5.94	5.94	0	0.48	10999	0.48	0
ERS2541296	04CN-32-086	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.14	0.93	7500	1	274001	281500	54.64	54.64	4710	0.46	7499	0.46	0.29
ERS2541296	04CN-32-086	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.04	1500	1	25001	26500	1.4	1.4	46	0.14	1499	0.14	0
ERS2541296	04CN-32-086	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.14	1.07	4500	1	162001	166500	3.01	3.01	1788	0.58	4499	0.58	0.23
ERS2541296	04CN-32-086	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541296	04CN-32-086	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1	1	867	1	942001	942867	0.08	0.08	867	0.09	866	0.09	0.09
ERS2541297	04CN-32-074	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.03	11000	1	339501	350500	5.6	5.6	0	0.48	10999	0.48	0
ERS2541297	04CN-32-074	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.17	0.97	7500	1	274001	281500	47.17	47.17	4710	0.46	7499	0.46	0.29
ERS2541297	04CN-32-074	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	4000	1	926501	930500	1.82	1.82	2887	0.26	3999	0.26	0.18
ERS2541297	04CN-32-074	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.08	1.03	3000	1	162501	165500	3.36	3.36	1246	0.39	2999	0.39	0.16
ERS2541297	04CN-32-074	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541297	04CN-32-074	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	0.98	0.97	867	1	942001	942867	0.04	0.04	867	0.09	866	0.09	0.09
ERS2541298	04CN-32-071	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1	1	11000	1	339501	350500	4.86	4.86	0	0.48	10999	0.48	0
ERS2541298	04CN-32-071	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.17	0.97	7500	1	274001	281500	55.16	55.16	4710	0.46	7499	0.46	0.29
ERS2541298	04CN-32-071	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.98	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1	1	4000	1	164001	168000	1.9	1.9	3807	0.29	3999	0.29	0.27
ERS2541298	04CN-32-071	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.97	0.97	4500	1	926001	930500	1.87	1.87	3387	0.29	4499	0.29	0.22
ERS2541298	04CN-32-071	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.09	1.03	5500	1	161001	166500	4.25	4.25	2788	0.71	5499	0.71	0.36
ERS2541298	04CN-32-071	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541298	04CN-32-071	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	867	1	942001	942867	0.06	0.06	867	0.09	866	0.09	0.09
ERS2541299	04CN-32-067	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1	11000	1	339501	350500	6.99	6.99	0	0.48	10999	0.48	0
ERS2541299	04CN-32-067	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.27	0.97	7500	1	274001	281500	77.23	77.23	4710	0.46	7499	0.46	0.29
ERS2541299	04CN-32-067	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1	1	4000	1	926501	930500	2.04	2.04	2887	0.26	3999	0.26	0.18
ERS2541299	04CN-32-067	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.1	1.06	4500	1	162001	166500	3.58	3.58	1788	0.58	4499	0.58	0.23
ERS2541299	04CN-32-067	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541299	04CN-32-067	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	867	1	942001	942867	0.08	0.08	867	0.09	866	0.09	0.09
ERS2541300	04CN-32-043	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.07	1.03	11000	1	339501	350500	6	6	0	0.48	10999	0.48	0
ERS2541300	04CN-32-043	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.15	0.97	7500	1	274001	281500	43.32	43.32	4710	0.46	7499	0.46	0.29
ERS2541300	04CN-32-043	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.03	3500	1	337001	340500	1.75	1.75	0	0.33	3499	0.33	0
ERS2541300	04CN-32-043	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.2	1.03	6000	1	326001	332000	1.69	1.69	17	0.78	5999	0.78	0
ERS2541300	04CN-32-043	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541300	04CN-32-043	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1	1	867	1	942001	942867	0.04	0.04	867	0.09	866	0.09	0.09
ERS2541301	04CN-03-004	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	11000	1	339501	350500	4.9	4.9	0	0.48	10999	0.48	0
ERS2541301	04CN-03-004	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.17	0.97	7500	1	274001	281500	49.06	49.06	4710	0.46	7499	0.46	0.29
ERS2541301	04CN-03-004	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	0.98	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	0.98	0.97	4000	1	926501	930500	1.78	1.78	2887	0.26	3999	0.26	0.18
ERS2541301	04CN-03-004	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541301	04CN-03-004	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	0.96	0.97	867	1	942001	942867	0.11	0.11	867	0.09	866	0.09	0.09
ERS2541302	04CN-03-002	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	0.92	0.89	11000	1	339501	350500	6.08	6.08	0	0.48	10999	0.48	0
ERS2541302	04CN-03-002	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.03	0.86	7500	1	274001	281500	42.19	42.19	4710	0.46	7499	0.46	0.29
ERS2541302	04CN-03-002	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.96	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.05	4500	1	926001	930500	2.41	2.41	3387	0.29	4499	0.29	0.22
ERS2541302	04CN-03-002	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.15	1.14	6500	1	160001	166500	2.92	2.92	3788	0.84	6499	0.84	0.49
ERS2541302	04CN-03-002	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.08	1.09	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541302	04CN-03-002	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.05	867	1	942001	942867	0.08	0.08	867	0.09	866	0.09	0.09
ERS2541303	04CN-03-001	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.14	0.97	7500	1	274001	281500	42	42	4710	0.46	7499	0.46	0.29
ERS2541303	04CN-03-001	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	0.99	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541303	04CN-03-001	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	6500	1	743001	749500	2.05	2.05	3098	0.86	6499	0.86	0.41
ERS2541303	04CN-03-001	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	1.95	1.94	2089500	28	14001	2265000	1.84	1.85	43879	91.18	2250999	98.23	1.91
ERS2541304	04CN-65-056	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.12	0.98	7500	1	274001	281500	33.89	33.89	4710	0.46	7499	0.46	0.29
ERS2541304	04CN-65-056	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.05	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	4000	1	164001	168000	2.5	2.5	3807	0.29	3999	0.29	0.27
ERS2541304	04CN-65-056	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	0.99	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541304	04CN-65-056	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541305	04CN-63-036	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-32	Ashton	853	668	1055	1.08	1.07	11000	1	339501	350500	2.3	2.3	0	0.48	10999	0.48	0
ERS2541305	04CN-63-036	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-32	Ashton	853	668	1055	1.17	1.02	11500	2	274001	1251000	17.23	17.23	4932	0.71	976999	60.25	0.3
ERS2541305	04CN-63-036	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-32	Ashton	853	668	1055	1.09	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541305	04CN-63-036	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-32	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS2541305	04CN-63-036	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-32	Ashton	853	668	1055	1.11	1.09	23000	2	16501	40000	1.81	1.81	1464	1.27	23499	1.29	0.08
ERS2541305	04CN-63-036	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-32	Ashton	853	668	1055	1.07	1.05	3000	1	1191501	1194500	1.72	1.72	0	0.21	2999	0.21	0
ERS2541305	04CN-63-036	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-32	Ashton	853	668	1055	1.05	1.02	4000	1	164001	168000	1.98	1.98	3807	0.29	3999	0.29	0.27
ERS2541305	04CN-63-036	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-32	Ashton	853	668	1055	1.05	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
